1,252,503,754,1005,1256,1507,1758,2009,2260,2511,2762,3013,3264,3515,3766,4017,4268,4519,4770,5021,5272,5523,5774,6025,6276,6527,6778,7029,7280,7531,7782,8033,8284,8535,8786,9037,9288,9539,9790,10041,10292,10543,10794,11045,11296,11547,11798,12049,12300,12551,12802,13053,13304,13555,13806,14057,14308,14559,14810,15061,15312,15563,15814,16065,16316,16567,16818,17069,17320,17571,17822,18073,18324,18575,18826,19077,19328,19579,19830,20081,20332,20583,20834,21085,21336,21587,21838,22089,22340,22591,22842,23093,23344,23595,23846,24097,24348,24599,24850,25101,25352,25603,25854,26105,26356,26607,26858,27109,27360,27611,27862,28113,28364,28615,28866,29117,29368,29619,29870,30121,30372,30623,30874,31125,31376,31627,31878,32129,32380,32631,32882,33133,33384,33635,33886,34137,34388,34639,34890,35141,35392,35643,35894,36145,36396,36647,36898,37149,37400,37651,37902,38153,38404,38655,38906,39157,39408,39659,39910,40161,40412,40663,40914,41165,41416,41667,41918,42169,42420,42671,42922,43173,43424,43675,43926,44177,44428,44679,44930,45181,45432,45683,45934,46185,46436,46687,46938,47189,47440,47691,47942,48193,48444,48695,48946,49197,49448,49699,49950,50201,50452,50703,50954,51205,51456,51707,51958,52209,52460,52711,52962,53213,53464,53715,53966,54217,54468,54719,54970,55221,55472,55723,55974,56225,56476,56727,56978,57229,57480,57731,57982,58233,58484,58735,58986,59237,59488,59739,59990,60241,60492,60743,60994,61245,61496,61747,61998,62249,62500,62751
201,452,703,954,1205,1456,1707,1958,2209,2460,2711,2962,3213,3464,3715,3966,4217,4468,4719,4970,5221,5472,5723,5974,6225,6476,6727,6978,7229,7480,7731,7982,8233,8484,8735,8986,9237,9488,9739,9990,10241,10492,10743,10994,11245,11496,11747,11998,12249,12500,12751,13002,13253,13504,13755,14006,14257,14508,14759,15010,15261,15512,15763,16014,16265,16516,16767,17018,17269,17520,17771,18022,18273,18524,18775,19026,19277,19528,19779,20030,20281,20532,20783,21034,21285,21536,21787,22038,22289,22540,22791,23042,23293,23544,23795,24046,24297,24548,24799,25050,25301,25552,25803,26054,26305,26556,26807,27058,27309,27560,27811,28062,28313,28564,28815,29066,29317,29568,29819,30070,30321,30572,30823,31074,31325,31576,31827,32078,32329,32580,32831,33082,33333,33584,33835,34086,34337,34588,34839,35090,35341,35592,35843,36094,36345,36596,36847,37098,37349,37600,37851,38102,38353,38604,38855,39106,39357,39608,39859,40110,40361,40612,40863,41114,41365,41616,41867,42118,42369,42620,42871,43122,43373,43624,43875,44126,44377,44628,44879,45130,45381,45632,45883,46134,46385,46636,46887,47138,47389,47640,47891,48142,48393,48644,48895,49146,49397,49648,49899,50150,50401,50652,50903,51154,51405,51656,51907,52158,52409,52660,52911,53162,53413,53664,53915,54166,54417,54668,54919,55170,55421,55672,55923,56174,56425,56676,56927,57178,57429,57680,57931,58182,58433,58684,58935,59186,59437,59688,59939,60190,60441,60692,60943,61194,61445,61696,61947,62198,62449,62700,62951
202,453,704,955,1206,1457,1708,1959,2210,2461,2712,2963,3214,3465,3716,3967,4218,4469,4720,4971,5222,5473,5724,5975,6226,6477,6728,6979,7230,7481,7732,7983,8234,8485,8736,8987,9238,9489,9740,9991,10242,10493,10744,10995,11246,11497,11748,11999,12250,12501,12752,13003,13254,13505,13756,14007,14258,14509,14760,15011,15262,15513,15764,16015,16266,16517,16768,17019,17270,17521,17772,18023,18274,18525,18776,19027,19278,19529,19780,20031,20282,20533,20784,21035,21286,21537,21788,22039,22290,22541,22792,23043,23294,23545,23796,24047,24298,24549,24800,25051,25302,25553,25804,26055,26306,26557,26808,27059,27310,27561,27812,28063,28314,28565,28816,29067,29318,29569,29820,30071,30322,30573,30824,31075,31326,31577,31828,32079,32330,32581,32832,33083,33334,33585,33836,34087,34338,34589,34840,35091,35342,35593,35844,36095,36346,36597,36848,37099,37350,37601,37852,38103,38354,38605,38856,39107,39358,39609,39860,40111,40362,40613,40864,41115,41366,41617,41868,42119,42370,42621,42872,43123,43374,43625,43876,44127,44378,44629,44880,45131,45382,45633,45884,46135,46386,46637,46888,47139,47390,47641,47892,48143,48394,48645,48896,49147,49398,49649,49900,50151,50402,50653,50904,51155,51406,51657,51908,52159,52410,52661,52912,53163,53414,53665,53916,54167,54418,54669,54920,55171,55422,55673,55924,56175,56426,56677,56928,57179,57430,57681,57932,58183,58434,58685,58936,59187,59438,59689,59940,60191,60442,60693,60944,61195,61446,61697,61948,62199,62450,62701,62952
203,454,705,956,1207,1458,1709,1960,2211,2462,2713,2964,3215,3466,3717,3968,4219,4470,4721,4972,5223,5474,5725,5976,6227,6478,6729,6980,7231,7482,7733,7984,8235,8486,8737,8988,9239,9490,9741,9992,10243,10494,10745,10996,11247,11498,11749,12000,12251,12502,12753,13004,13255,13506,13757,14008,14259,14510,14761,15012,15263,15514,15765,16016,16267,16518,16769,17020,17271,17522,17773,18024,18275,18526,18777,19028,19279,19530,19781,20032,20283,20534,20785,21036,21287,21538,21789,22040,22291,22542,22793,23044,23295,23546,23797,24048,24299,24550,24801,25052,25303,25554,25805,26056,26307,26558,26809,27060,27311,27562,27813,28064,28315,28566,28817,29068,29319,29570,29821,30072,30323,30574,30825,31076,31327,31578,31829,32080,32331,32582,32833,33084,33335,33586,33837,34088,34339,34590,34841,35092,35343,35594,35845,36096,36347,36598,36849,37100,37351,37602,37853,38104,38355,38606,38857,39108,39359,39610,39861,40112,40363,40614,40865,41116,41367,41618,41869,42120,42371,42622,42873,43124,43375,43626,43877,44128,44379,44630,44881,45132,45383,45634,45885,46136,46387,46638,46889,47140,47391,47642,47893,48144,48395,48646,48897,49148,49399,49650,49901,50152,50403,50654,50905,51156,51407,51658,51909,52160,52411,52662,52913,53164,53415,53666,53917,54168,54419,54670,54921,55172,55423,55674,55925,56176,56427,56678,56929,57180,57431,57682,57933,58184,58435,58686,58937,59188,59439,59690,59941,60192,60443,60694,60945,61196,61447,61698,61949,62200,62451,62702,62953
204,455,706,957,1208,1459,1710,1961,2212,2463,2714,2965,3216,3467,3718,3969,4220,4471,4722,4973,5224,5475,5726,5977,6228,6479,6730,6981,7232,7483,7734,7985,8236,8487,8738,8989,9240,9491,9742,9993,10244,10495,10746,10997,11248,11499,11750,12001,12252,12503,12754,13005,13256,13507,13758,14009,14260,14511,14762,15013,15264,15515,15766,16017,16268,16519,16770,17021,17272,17523,17774,18025,18276,18527,18778,19029,19280,19531,19782,20033,20284,20535,20786,21037,21288,21539,21790,22041,22292,22543,22794,23045,23296,23547,23798,24049,24300,24551,24802,25053,25304,25555,25806,26057,26308,26559,26810,27061,27312,27563,27814,28065,28316,28567,28818,29069,29320,29571,29822,30073,30324,30575,30826,31077,31328,31579,31830,32081,32332,32583,32834,33085,33336,33587,33838,34089,34340,34591,34842,35093,35344,35595,35846,36097,36348,36599,36850,37101,37352,37603,37854,38105,38356,38607,38858,39109,39360,39611,39862,40113,40364,40615,40866,41117,41368,41619,41870,42121,42372,42623,42874,43125,43376,43627,43878,44129,44380,44631,44882,45133,45384,45635,45886,46137,46388,46639,46890,47141,47392,47643,47894,48145,48396,48647,48898,49149,49400,49651,49902,50153,50404,50655,50906,51157,51408,51659,51910,52161,52412,52663,52914,53165,53416,53667,53918,54169,54420,54671,54922,55173,55424,55675,55926,56177,56428,56679,56930,57181,57432,57683,57934,58185,58436,58687,58938,59189,59440,59691,59942,60193,60444,60695,60946,61197,61448,61699,61950,62201,62452,62703,62954
205,456,707,958,1209,1460,1711,1962,2213,2464,2715,2966,3217,3468,3719,3970,4221,4472,4723,4974,5225,5476,5727,5978,6229,6480,6731,6982,7233,7484,7735,7986,8237,8488,8739,8990,9241,9492,9743,9994,10245,10496,10747,10998,11249,11500,11751,12002,12253,12504,12755,13006,13257,13508,13759,14010,14261,14512,14763,15014,15265,15516,15767,16018,16269,16520,16771,17022,17273,17524,17775,18026,18277,18528,18779,19030,19281,19532,19783,20034,20285,20536,20787,21038,21289,21540,21791,22042,22293,22544,22795,23046,23297,23548,23799,24050,24301,24552,24803,25054,25305,25556,25807,26058,26309,26560,26811,27062,27313,27564,27815,28066,28317,28568,28819,29070,29321,29572,29823,30074,30325,30576,30827,31078,31329,31580,31831,32082,32333,32584,32835,33086,33337,33588,33839,34090,34341,34592,34843,35094,35345,35596,35847,36098,36349,36600,36851,37102,37353,37604,37855,38106,38357,38608,38859,39110,39361,39612,39863,40114,40365,40616,40867,41118,41369,41620,41871,42122,42373,42624,42875,43126,43377,43628,43879,44130,44381,44632,44883,45134,45385,45636,45887,46138,46389,46640,46891,47142,47393,47644,47895,48146,48397,48648,48899,49150,49401,49652,49903,50154,50405,50656,50907,51158,51409,51660,51911,52162,52413,52664,52915,53166,53417,53668,53919,54170,54421,54672,54923,55174,55425,55676,55927,56178,56429,56680,56931,57182,57433,57684,57935,58186,58437,58688,58939,59190,59441,59692,59943,60194,60445,60696,60947,61198,61449,61700,61951,62202,62453,62704,62955
206,457,708,959,1210,1461,1712,1963,2214,2465,2716,2967,3218,3469,3720,3971,4222,4473,4724,4975,5226,5477,5728,5979,6230,6481,6732,6983,7234,7485,7736,7987,8238,8489,8740,8991,9242,9493,9744,9995,10246,10497,10748,10999,11250,11501,11752,12003,12254,12505,12756,13007,13258,13509,13760,14011,14262,14513,14764,15015,15266,15517,15768,16019,16270,16521,16772,17023,17274,17525,17776,18027,18278,18529,18780,19031,19282,19533,19784,20035,20286,20537,20788,21039,21290,21541,21792,22043,22294,22545,22796,23047,23298,23549,23800,24051,24302,24553,24804,25055,25306,25557,25808,26059,26310,26561,26812,27063,27314,27565,27816,28067,28318,28569,28820,29071,29322,29573,29824,30075,30326,30577,30828,31079,31330,31581,31832,32083,32334,32585,32836,33087,33338,33589,33840,34091,34342,34593,34844,35095,35346,35597,35848,36099,36350,36601,36852,37103,37354,37605,37856,38107,38358,38609,38860,39111,39362,39613,39864,40115,40366,40617,40868,41119,41370,41621,41872,42123,42374,42625,42876,43127,43378,43629,43880,44131,44382,44633,44884,45135,45386,45637,45888,46139,46390,46641,46892,47143,47394,47645,47896,48147,48398,48649,48900,49151,49402,49653,49904,50155,50406,50657,50908,51159,51410,51661,51912,52163,52414,52665,52916,53167,53418,53669,53920,54171,54422,54673,54924,55175,55426,55677,55928,56179,56430,56681,56932,57183,57434,57685,57936,58187,58438,58689,58940,59191,59442,59693,59944,60195,60446,60697,60948,61199,61450,61701,61952,62203,62454,62705,62956
207,458,709,960,1211,1462,1713,1964,2215,2466,2717,2968,3219,3470,3721,3972,4223,4474,4725,4976,5227,5478,5729,5980,6231,6482,6733,6984,7235,7486,7737,7988,8239,8490,8741,8992,9243,9494,9745,9996,10247,10498,10749,11000,11251,11502,11753,12004,12255,12506,12757,13008,13259,13510,13761,14012,14263,14514,14765,15016,15267,15518,15769,16020,16271,16522,16773,17024,17275,17526,17777,18028,18279,18530,18781,19032,19283,19534,19785,20036,20287,20538,20789,21040,21291,21542,21793,22044,22295,22546,22797,23048,23299,23550,23801,24052,24303,24554,24805,25056,25307,25558,25809,26060,26311,26562,26813,27064,27315,27566,27817,28068,28319,28570,28821,29072,29323,29574,29825,30076,30327,30578,30829,31080,31331,31582,31833,32084,32335,32586,32837,33088,33339,33590,33841,34092,34343,34594,34845,35096,35347,35598,35849,36100,36351,36602,36853,37104,37355,37606,37857,38108,38359,38610,38861,39112,39363,39614,39865,40116,40367,40618,40869,41120,41371,41622,41873,42124,42375,42626,42877,43128,43379,43630,43881,44132,44383,44634,44885,45136,45387,45638,45889,46140,46391,46642,46893,47144,47395,47646,47897,48148,48399,48650,48901,49152,49403,49654,49905,50156,50407,50658,50909,51160,51411,51662,51913,52164,52415,52666,52917,53168,53419,53670,53921,54172,54423,54674,54925,55176,55427,55678,55929,56180,56431,56682,56933,57184,57435,57686,57937,58188,58439,58690,58941,59192,59443,59694,59945,60196,60447,60698,60949,61200,61451,61702,61953,62204,62455,62706,62957
208,459,710,961,1212,1463,1714,1965,2216,2467,2718,2969,3220,3471,3722,3973,4224,4475,4726,4977,5228,5479,5730,5981,6232,6483,6734,6985,7236,7487,7738,7989,8240,8491,8742,8993,9244,9495,9746,9997,10248,10499,10750,11001,11252,11503,11754,12005,12256,12507,12758,13009,13260,13511,13762,14013,14264,14515,14766,15017,15268,15519,15770,16021,16272,16523,16774,17025,17276,17527,17778,18029,18280,18531,18782,19033,19284,19535,19786,20037,20288,20539,20790,21041,21292,21543,21794,22045,22296,22547,22798,23049,23300,23551,23802,24053,24304,24555,24806,25057,25308,25559,25810,26061,26312,26563,26814,27065,27316,27567,27818,28069,28320,28571,28822,29073,29324,29575,29826,30077,30328,30579,30830,31081,31332,31583,31834,32085,32336,32587,32838,33089,33340,33591,33842,34093,34344,34595,34846,35097,35348,35599,35850,36101,36352,36603,36854,37105,37356,37607,37858,38109,38360,38611,38862,39113,39364,39615,39866,40117,40368,40619,40870,41121,41372,41623,41874,42125,42376,42627,42878,43129,43380,43631,43882,44133,44384,44635,44886,45137,45388,45639,45890,46141,46392,46643,46894,47145,47396,47647,47898,48149,48400,48651,48902,49153,49404,49655,49906,50157,50408,50659,50910,51161,51412,51663,51914,52165,52416,52667,52918,53169,53420,53671,53922,54173,54424,54675,54926,55177,55428,55679,55930,56181,56432,56683,56934,57185,57436,57687,57938,58189,58440,58691,58942,59193,59444,59695,59946,60197,60448,60699,60950,61201,61452,61703,61954,62205,62456,62707,62958
209,460,711,962,1213,1464,1715,1966,2217,2468,2719,2970,3221,3472,3723,3974,4225,4476,4727,4978,5229,5480,5731,5982,6233,6484,6735,6986,7237,7488,7739,7990,8241,8492,8743,8994,9245,9496,9747,9998,10249,10500,10751,11002,11253,11504,11755,12006,12257,12508,12759,13010,13261,13512,13763,14014,14265,14516,14767,15018,15269,15520,15771,16022,16273,16524,16775,17026,17277,17528,17779,18030,18281,18532,18783,19034,19285,19536,19787,20038,20289,20540,20791,21042,21293,21544,21795,22046,22297,22548,22799,23050,23301,23552,23803,24054,24305,24556,24807,25058,25309,25560,25811,26062,26313,26564,26815,27066,27317,27568,27819,28070,28321,28572,28823,29074,29325,29576,29827,30078,30329,30580,30831,31082,31333,31584,31835,32086,32337,32588,32839,33090,33341,33592,33843,34094,34345,34596,34847,35098,35349,35600,35851,36102,36353,36604,36855,37106,37357,37608,37859,38110,38361,38612,38863,39114,39365,39616,39867,40118,40369,40620,40871,41122,41373,41624,41875,42126,42377,42628,42879,43130,43381,43632,43883,44134,44385,44636,44887,45138,45389,45640,45891,46142,46393,46644,46895,47146,47397,47648,47899,48150,48401,48652,48903,49154,49405,49656,49907,50158,50409,50660,50911,51162,51413,51664,51915,52166,52417,52668,52919,53170,53421,53672,53923,54174,54425,54676,54927,55178,55429,55680,55931,56182,56433,56684,56935,57186,57437,57688,57939,58190,58441,58692,58943,59194,59445,59696,59947,60198,60449,60700,60951,61202,61453,61704,61955,62206,62457,62708,62959
210,461,712,963,1214,1465,1716,1967,2218,2469,2720,2971,3222,3473,3724,3975,4226,4477,4728,4979,5230,5481,5732,5983,6234,6485,6736,6987,7238,7489,7740,7991,8242,8493,8744,8995,9246,9497,9748,9999,10250,10501,10752,11003,11254,11505,11756,12007,12258,12509,12760,13011,13262,13513,13764,14015,14266,14517,14768,15019,15270,15521,15772,16023,16274,16525,16776,17027,17278,17529,17780,18031,18282,18533,18784,19035,19286,19537,19788,20039,20290,20541,20792,21043,21294,21545,21796,22047,22298,22549,22800,23051,23302,23553,23804,24055,24306,24557,24808,25059,25310,25561,25812,26063,26314,26565,26816,27067,27318,27569,27820,28071,28322,28573,28824,29075,29326,29577,29828,30079,30330,30581,30832,31083,31334,31585,31836,32087,32338,32589,32840,33091,33342,33593,33844,34095,34346,34597,34848,35099,35350,35601,35852,36103,36354,36605,36856,37107,37358,37609,37860,38111,38362,38613,38864,39115,39366,39617,39868,40119,40370,40621,40872,41123,41374,41625,41876,42127,42378,42629,42880,43131,43382,43633,43884,44135,44386,44637,44888,45139,45390,45641,45892,46143,46394,46645,46896,47147,47398,47649,47900,48151,48402,48653,48904,49155,49406,49657,49908,50159,50410,50661,50912,51163,51414,51665,51916,52167,52418,52669,52920,53171,53422,53673,53924,54175,54426,54677,54928,55179,55430,55681,55932,56183,56434,56685,56936,57187,57438,57689,57940,58191,58442,58693,58944,59195,59446,59697,59948,60199,60450,60701,60952,61203,61454,61705,61956,62207,62458,62709,62960
211,462,713,964,1215,1466,1717,1968,2219,2470,2721,2972,3223,3474,3725,3976,4227,4478,4729,4980,5231,5482,5733,5984,6235,6486,6737,6988,7239,7490,7741,7992,8243,8494,8745,8996,9247,9498,9749,10000,10251,10502,10753,11004,11255,11506,11757,12008,12259,12510,12761,13012,13263,13514,13765,14016,14267,14518,14769,15020,15271,15522,15773,16024,16275,16526,16777,17028,17279,17530,17781,18032,18283,18534,18785,19036,19287,19538,19789,20040,20291,20542,20793,21044,21295,21546,21797,22048,22299,22550,22801,23052,23303,23554,23805,24056,24307,24558,24809,25060,25311,25562,25813,26064,26315,26566,26817,27068,27319,27570,27821,28072,28323,28574,28825,29076,29327,29578,29829,30080,30331,30582,30833,31084,31335,31586,31837,32088,32339,32590,32841,33092,33343,33594,33845,34096,34347,34598,34849,35100,35351,35602,35853,36104,36355,36606,36857,37108,37359,37610,37861,38112,38363,38614,38865,39116,39367,39618,39869,40120,40371,40622,40873,41124,41375,41626,41877,42128,42379,42630,42881,43132,43383,43634,43885,44136,44387,44638,44889,45140,45391,45642,45893,46144,46395,46646,46897,47148,47399,47650,47901,48152,48403,48654,48905,49156,49407,49658,49909,50160,50411,50662,50913,51164,51415,51666,51917,52168,52419,52670,52921,53172,53423,53674,53925,54176,54427,54678,54929,55180,55431,55682,55933,56184,56435,56686,56937,57188,57439,57690,57941,58192,58443,58694,58945,59196,59447,59698,59949,60200,60451,60702,60953,61204,61455,61706,61957,62208,62459,62710,62961
212,463,714,965,1216,1467,1718,1969,2220,2471,2722,2973,3224,3475,3726,3977,4228,4479,4730,4981,5232,5483,5734,5985,6236,6487,6738,6989,7240,7491,7742,7993,8244,8495,8746,8997,9248,9499,9750,10001,10252,10503,10754,11005,11256,11507,11758,12009,12260,12511,12762,13013,13264,13515,13766,14017,14268,14519,14770,15021,15272,15523,15774,16025,16276,16527,16778,17029,17280,17531,17782,18033,18284,18535,18786,19037,19288,19539,19790,20041,20292,20543,20794,21045,21296,21547,21798,22049,22300,22551,22802,23053,23304,23555,23806,24057,24308,24559,24810,25061,25312,25563,25814,26065,26316,26567,26818,27069,27320,27571,27822,28073,28324,28575,28826,29077,29328,29579,29830,30081,30332,30583,30834,31085,31336,31587,31838,32089,32340,32591,32842,33093,33344,33595,33846,34097,34348,34599,34850,35101,35352,35603,35854,36105,36356,36607,36858,37109,37360,37611,37862,38113,38364,38615,38866,39117,39368,39619,39870,40121,40372,40623,40874,41125,41376,41627,41878,42129,42380,42631,42882,43133,43384,43635,43886,44137,44388,44639,44890,45141,45392,45643,45894,46145,46396,46647,46898,47149,47400,47651,47902,48153,48404,48655,48906,49157,49408,49659,49910,50161,50412,50663,50914,51165,51416,51667,51918,52169,52420,52671,52922,53173,53424,53675,53926,54177,54428,54679,54930,55181,55432,55683,55934,56185,56436,56687,56938,57189,57440,57691,57942,58193,58444,58695,58946,59197,59448,59699,59950,60201,60452,60703,60954,61205,61456,61707,61958,62209,62460,62711,62962
213,464,715,966,1217,1468,1719,1970,2221,2472,2723,2974,3225,3476,3727,3978,4229,4480,4731,4982,5233,5484,5735,5986,6237,6488,6739,6990,7241,7492,7743,7994,8245,8496,8747,8998,9249,9500,9751,10002,10253,10504,10755,11006,11257,11508,11759,12010,12261,12512,12763,13014,13265,13516,13767,14018,14269,14520,14771,15022,15273,15524,15775,16026,16277,16528,16779,17030,17281,17532,17783,18034,18285,18536,18787,19038,19289,19540,19791,20042,20293,20544,20795,21046,21297,21548,21799,22050,22301,22552,22803,23054,23305,23556,23807,24058,24309,24560,24811,25062,25313,25564,25815,26066,26317,26568,26819,27070,27321,27572,27823,28074,28325,28576,28827,29078,29329,29580,29831,30082,30333,30584,30835,31086,31337,31588,31839,32090,32341,32592,32843,33094,33345,33596,33847,34098,34349,34600,34851,35102,35353,35604,35855,36106,36357,36608,36859,37110,37361,37612,37863,38114,38365,38616,38867,39118,39369,39620,39871,40122,40373,40624,40875,41126,41377,41628,41879,42130,42381,42632,42883,43134,43385,43636,43887,44138,44389,44640,44891,45142,45393,45644,45895,46146,46397,46648,46899,47150,47401,47652,47903,48154,48405,48656,48907,49158,49409,49660,49911,50162,50413,50664,50915,51166,51417,51668,51919,52170,52421,52672,52923,53174,53425,53676,53927,54178,54429,54680,54931,55182,55433,55684,55935,56186,56437,56688,56939,57190,57441,57692,57943,58194,58445,58696,58947,59198,59449,59700,59951,60202,60453,60704,60955,61206,61457,61708,61959,62210,62461,62712,62963
214,465,716,967,1218,1469,1720,1971,2222,2473,2724,2975,3226,3477,3728,3979,4230,4481,4732,4983,5234,5485,5736,5987,6238,6489,6740,6991,7242,7493,7744,7995,8246,8497,8748,8999,9250,9501,9752,10003,10254,10505,10756,11007,11258,11509,11760,12011,12262,12513,12764,13015,13266,13517,13768,14019,14270,14521,14772,15023,15274,15525,15776,16027,16278,16529,16780,17031,17282,17533,17784,18035,18286,18537,18788,19039,19290,19541,19792,20043,20294,20545,20796,21047,21298,21549,21800,22051,22302,22553,22804,23055,23306,23557,23808,24059,24310,24561,24812,25063,25314,25565,25816,26067,26318,26569,26820,27071,27322,27573,27824,28075,28326,28577,28828,29079,29330,29581,29832,30083,30334,30585,30836,31087,31338,31589,31840,32091,32342,32593,32844,33095,33346,33597,33848,34099,34350,34601,34852,35103,35354,35605,35856,36107,36358,36609,36860,37111,37362,37613,37864,38115,38366,38617,38868,39119,39370,39621,39872,40123,40374,40625,40876,41127,41378,41629,41880,42131,42382,42633,42884,43135,43386,43637,43888,44139,44390,44641,44892,45143,45394,45645,45896,46147,46398,46649,46900,47151,47402,47653,47904,48155,48406,48657,48908,49159,49410,49661,49912,50163,50414,50665,50916,51167,51418,51669,51920,52171,52422,52673,52924,53175,53426,53677,53928,54179,54430,54681,54932,55183,55434,55685,55936,56187,56438,56689,56940,57191,57442,57693,57944,58195,58446,58697,58948,59199,59450,59701,59952,60203,60454,60705,60956,61207,61458,61709,61960,62211,62462,62713,62964
